Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.830;0.908;0.933;0.933;0.947;0.933;0.911;0.900;0.867;
3-NN method;0.911;0.917;0.971;0.956;0.947;0.933;0.911;0.900;0.867;
5-NN method;0.948;0.950;0.952;0.944;0.947;0.933;0.911;0.967;0.867;
7-NN method;0.948;0.917;0.952;0.944;0.947;0.933;0.911;0.933;0.867;
