Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.941;0.967;0.962;0.967;0.933;0.950;1.000;1.000;1.000;
3-NN method;0.970;0.967;0.962;0.967;0.947;0.933;0.978;1.000;1.000;
5-NN method;0.963;0.958;0.962;0.978;0.960;0.967;0.978;1.000;1.000;
7-NN method;0.570;0.950;0.952;0.967;0.960;0.950;0.978;1.000;1.000;
