Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.741;0.950;0.952;0.956;0.947;0.933;0.978;0.967;0.933;
3-NN method;0.637;0.942;0.943;0.944;0.947;0.933;0.956;0.933;0.867;
5-NN method;0.637;0.933;0.933;0.956;0.960;0.950;0.956;0.933;0.867;
7-NN method;0.637;0.900;0.924;0.978;0.960;0.950;0.978;0.967;0.933;
