Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.919;0.908;0.952;0.967;0.947;0.950;1.000;1.000;1.000;
3-NN method;0.852;0.867;0.876;0.967;0.973;0.950;0.978;0.967;1.000;
5-NN method;0.667;0.875;0.857;0.911;0.973;0.950;0.978;0.967;1.000;
7-NN method;0.659;0.892;0.867;0.911;0.987;0.950;0.978;0.967;1.000;
