Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.787;0.908;0.920;0.907;0.933;0.944;0.906;0.944;1.000;
3-NN method;0.706;0.915;0.960;0.953;0.955;0.944;0.943;0.944;1.000;
5-NN method;0.631;0.937;0.952;0.953;0.944;0.930;0.943;0.944;1.000;
7-NN method;0.581;0.908;0.960;0.944;0.955;0.958;0.962;0.972;1.000;
