Method name;0.100;0.200;0.300;0.400;0.500;0.600;0.700;0.800;0.900;
1-NN method;0.335;0.340;0.345;0.353;0.334;0.316;0.346;0.320;0.320;
3-NN method;0.333;0.326;0.343;0.354;0.330;0.323;0.320;0.291;0.291;
5-NN method;0.341;0.328;0.365;0.377;0.342;0.323;0.317;0.345;0.330;
7-NN method;0.386;0.328;0.368;0.388;0.369;0.350;0.343;0.340;0.369;
